filename,genre,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20
blues.00031.wav,blues,-221.83113,110.83949,18.616821,30.920137,3.295923,22.587362,-20.416351,12.118737,-26.350498,-4.3674846,-26.413198,-13.045098,-12.654766,-1.8243438,-7.258695,-6.661086,-14.686605,-11.720062,-11.023768,-13.388403
blues.00032.wav,blues,-288.8077,105.89604,18.777039,23.710392,5.711881,25.549088,-13.47376,12.428972,-11.942034,1.5714256,-15.635912,-6.6506157,-11.713253,-2.9383888,-7.3725796,-15.697483,-10.9741535,-10.8895445,-18.505476,-19.103352
blues.00033.wav,blues,-239.03807,108.6572,34.15189,30.23917,-0.4757433,27.292637,-21.379398,14.150509,-24.510178,-1.8840461,-28.050291,-11.256652,-16.47693,-7.637185,-12.799123,-15.357241,-13.729804,-7.3977785,-10.089319,-13.29154
blues.00034.wav,blues,-217.23868,105.792366,15.617069,25.256382,-1.4402744,30.18982,-17.71522,17.318172,-27.209528,4.339167,-20.059492,-10.695945,-14.220667,-5.1562176,-3.4732654,-6.189413,-15.326929,-6.845921,-9.82767,-13.943093
blues.00035.wav,blues,-171.8102,120.280624,15.327537,21.09045,-5.4192963,24.189465,-24.138222,18.551981,-22.348904,1.3031775,-20.763931,-4.988852,-17.118925,-7.8865337,-15.308929,-9.351315,-8.913866,-8.525089,-14.333636,-19.933723
blues.00036.wav,blues,-200.19609,116.34013,18.00621,25.31356,0.29173443,24.192478,-22.255909,11.186425,-26.848732,-7.6384597,-24.889929,-12.015526,-17.017956,-8.120277,-11.956443,-12.609149,-14.181589,-8.206693,-15.028046,-10.327059
blues.00037.wav,blues,-328.68088,102.71113,19.895552,26.732681,7.151481,22.704802,-6.9743266,12.781994,-10.725781,-0.43366092,-12.373165,-8.907054,-9.2401085,-9.106374,-9.001113,-7.6363454,-7.1891537,-9.366816,-4.4696856,-3.6831248
blues.00038.wav,blues,-192.69382,111.18816,21.37331,26.392143,-0.64837533,23.48088,-25.4708,16.924429,-16.979984,5.79015,-25.725245,-5.045352,-17.632246,-7.9208665,-15.150279,-12.345927,-17.235107,-7.7819333,-13.042012,-17.948874
blues.00039.wav,blues,-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815575,-17.084373,-8.345809,-17.013063,-10.57562,-15.689096,-12.605565,-12.253903,-14.553243,-10.10251,-5.7855344,-7.775144,-7.1861954
blues.00040.wav,blues,-110.284325,90.705605,-2.5283113,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032604,4.243276,-16.482641,6.545287,-5.693636,-3.6378522,-4.857603,1.8532672
blues.00041.wav,blues,-107.18975,88.47057,-4.1777873,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239794,12.076225,-4.583088,3.789716,-16.9937,11.624961,-7.362245,-3.6578155,-7.1791234,1.9747294
blues.00042.wav,blues,-159.56772,69.78482,-4.3918796,76.851135,3.9159083,45.167534,-4.867353,32.200516,-9.796341,7.812512,-21.826967,9.682441,-2.5915892,3.3045382,-14.970442,10.232261,-4.08953,-5.8507586,-2.4700005,6.6611314
blues.00043.wav,blues,-109.195,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,4.917566,-15.442783,1.5376118,-6.739273,1.4151818,-3.9658144,3.2878773
blues.00044.wav,blues,-109.53234,86.9265,-8.6249895,64.4895,-6.306035,43.64582,-8.293103,28.546427,-14.08159,8.136636,-21.490427,11.086617,-5.094468,3.978772,-12.864777,12.342427,0.020585548,-0.7392383,-5.130451,3.3071313
blues.00045.wav,blues,-163.24313,89.78488,12.977459,80.69248,3.6667745,39.74513,-5.4003787,26.49867,-13.163736,2.7070134,-20.552906,6.0071893,-2.908132,-0.43483505,-17.545372,4.1541686,-5.9900985,-7.8620358,-8.565295,1.8571713
blues.00046.wav,blues,-182.66501,90.68653,14.118146,67.55459,2.6876106,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.1492887,0.19378847,-14.486603,6.864802,-4.4448314,-2.9868774,-4.8211694,5.399324
blues.00047.wav,blues,-149.97588,93.640755,6.336243,71.51115,-8.113178,36.21202,-9.784973,17.641598,-21.119005,-0.12590314,-22.20099,5.435663,-7.4677796,-4.3329644,-12.409764,9.624794,-5.02424,-3.7063131,2.3359406,4.1622434
blues.00048.wav,blues,-106.34815,102.64147,-20.172258,59.37521,-9.9672785,33.70612,-14.182175,23.516733,-13.329085,16.026072,-18.923178,7.8317666,-7.8003836,4.0504375,-11.348732,2.0717623,-5.7422748,0.46529794,-1.9167938,-3.1317527
blues.00049.wav,blues,-255.97383,110.82752,21.460571,67.588135,4.2883115,43.11846,-4.508348,10.442597,-8.718592,1.6548898,-20.58779,-2.430674,-7.144061,-11.172763,-12.612459,2.7417226,-8.942421,-7.946157,-2.3538342,-0.71479535
blues.00050.wav,blues,-83.00168,107.06744,-25.32368,57.122074,0.08129857,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542858,-9.772626,2.560521,-6.298749,3.0084887,-8.717001,-0.32524627,-2.9847343,0.714617
blues.00051.wav,blues,-55.59663,114.9512,-37.06935,64.90438,-7.164943,15.254703,-16.23533,18.643576,-9.752286,21.46539,-5.6520977,12.78424,-16.537031,3.797079,-7.8952417,8.47764,-4.067899,3.2060177,-5.1801424,-1.2800465
blues.00052.wav,blues,-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883125,-2.3828368,11.688009,1.545344,3.0493672,-7.628483,-8.961092,-4.3512707,-0.06528471,-2.5532408,-3.436927,-3.8674521,1.3170226
blues.00053.wav,blues,-76.75777,105.77048,-43.208836,60.950108,-8.791272,21.246782,-12.877674,18.621218,-11.3991165,14.550057,-6.057421,12.74034,-9.374367,1.3606244,-3.6204467,7.0045776,-4.063001,-0.26885948,-3.7049413,-0.4966115
blues.00054.wav,blues,-58.0011,109.01412,-36.218388,64.04036,1.4301568,26.315119,-17.482681,20.431019,-9.543072,18.177134,-6.057144,13.878274,-11.2975645,4.668999,-6.410602,3.2177243,-8.079231,-1.7114851,-5.424766,-2.5814133
blues.00055.wav,blues,-98.69757,104.80118,-35.10867,60.695045,-2.839327,22.231003,-7.8374567,19.03072,-11.578803,17.021759,-5.3873515,12.199111,-9.960819,0.35878804,-4.2613454,6.1379223,-4.8302402,1.4995238,-1.4942471,3.5056384
blues.00056.wav,blues,-145.42918,102.859566,-12.54213,56.96205,2.247263,26.607046,-4.2670345,17.337631,-7.9970355,15.232127,-6.937478,7.4603834,-10.468326,-2.3522398,-6.7850842,2.668579,-4.7798715,-0.94475657,0.030942675,-2.0021634
blues.00057.wav,blues,-92.76854,115.340775,-35.060043,57.853596,1.8453197,26.61206,-14.544862,22.132044,-8.207086,11.007707,-5.644094,7.2728615,-10.202147,1.3271272,-4.106722,0.97495973,-6.550567,-0.68358755,-2.125002,-1.5218052
blues.00058.wav,blues,-95.45586,105.22937,-26.962673,60.836983,-4.847295,21.54521,-13.523774,12.135234,-20.232872,12.151344,-5.229753,10.264026,-9.45371,3.8617477,-10.19307,3.5858996,-3.0982797,0.20068094,0.8410299,-3.420522
blues.00059.wav,blues,-86.25098,91.9421,-23.4035,68.2495,-3.8901277,22.742178,-9.895618,16.891766,-11.393833,18.429016,-7.011848,10.766728,-11.93729,1.0025737,-5.922303,5.314186,-6.139845,1.9491451,-5.0979905,-0.66548777
blues.00060.wav,blues,-67.805534,111.709366,-34.657303,61.34179,0.045181274,30.571093,-12.704327,21.166828,-13.13489,16.2878,-6.343271,12.295478,-12.483006,1.6834177,-5.147794,4.6469026,-6.9180565,1.0482739,-4.7390194,-0.6583496
blues.00061.wav,blues,-82.485886,94.17034,-27.139208,75.66252,-27.529984,35.589035,-20.298962,25.121319,-15.379855,11.346789,-13.402289,8.153384,-8.504351,8.285465,-10.359801,-3.460236,-5.226153,-2.5910985,-8.3652525,-6.978115
blues.00062.wav,blues,-144.99365,95.742805,-21.61032,49.62971,-29.898346,29.358599,-18.849941,17.890139,-9.674273,5.513567,-9.5545635,6.3690124,-21.091816,2.4598293,-9.537455,-1.4153433,-9.326942,5.140728,-8.113004,-2.449215
blues.00063.wav,blues,-129.11397,72.11977,-7.7658463,49.26091,-32.721977,21.608433,-27.374638,15.002842,-10.258776,12.437438,-17.034569,7.118173,-18.020405,2.9276602,-14.486263,4.0620623,-14.537421,7.2582917,-8.20802,-1.9981062
blues.00064.wav,blues,-85.17353,88.81205,-16.331642,59.223236,-35.993603,14.391535,-22.306257,9.651897,-14.823916,11.181605,-14.808832,8.478196,-19.59089,6.4134293,-13.782541,6.1157637,-13.154796,3.9341369,-7.6171,3.7527044
blues.00065.wav,blues,-118.37033,74.86732,-19.869467,46.947586,-32.569054,23.835135,-26.374111,17.692514,-13.826244,11.946739,-17.88878,7.555983,-22.900585,4.764417,-12.797208,5.620266,-14.7387495,6.6824026,-9.169973,-2.2361934
blues.00066.wav,blues,-116.546364,97.444626,-13.895614,48.974857,-22.594566,27.76544,-20.240068,18.63935,-14.6516695,8.481435,-16.655897,11.001678,-13.869425,9.742047,-5.09433,2.6373725,-9.890765,6.1601152,-7.6891356,-4.8510084
blues.00067.wav,blues,-95.46325,101.38038,-20.697006,48.66807,-30.27181,20.812761,-18.313585,14.14687,-12.79889,13.44428,-14.0782,7.732656,-19.232273,2.8622496,-9.816176,6.917915,-11.309343,8.943026,-2.960888,-0.9738648
blues.00068.wav,blues,-113.19473,88.705864,-8.925186,49.482693,-34.573833,15.864125,-17.744791,14.710542,-11.201999,15.367768,-15.07657,8.747663,-18.63179,5.4699717,-9.263918,8.01712,-9.552175,5.8719983,-4.401514,3.614706
blues.00069.wav,blues,-121.42954,96.12303,-19.616804,48.020565,-38.80819,24.758066,-32.945824,8.104195,-17.81152,6.1132855,-19.998335,6.7939243,-19.340662,-0.10921192,-12.248765,-4.9202304,-10.407991,-2.0489688,-1.765213,-3.9528494
blues.00070.wav,blues,-133.0444,105.72739,-22.146265,41.81865,-26.996668,19.124525,-26.56932,19.24604,-15.334524,6.9896555,-10.818551,6.7937427,-11.729828,4.40094,-6.044507,1.9662837,-12.326304,3.2550435,-8.811428,-3.3753583
blues.00071.wav,blues,-89.391495,93.78779,-14.57109,54.391533,-33.51502,19.421158,-19.763674,13.022463,-13.869496,14.611718,-14.970264,10.589299,-18.023413,6.658279,-10.205867,6.52936,-10.848846,3.3216321,-6.18753,2.9994206
blues.00072.wav,blues,-118.68192,87.62362,6.558794,45.09805,-38.915707,20.813005,-26.863337,13.798009,-17.23861,5.1101575,-15.709853,3.981842,-27.549044,3.04777,-15.956566,10.867772,-12.65191,2.8237092,-13.335965,-4.3752894
blues.00073.wav,blues,-30.129288,103.7448,-19.76573,56.411625,-12.72487,20.194227,-17.348097,16.309156,-18.444427,8.932052,-11.661623,11.210427,-8.851257,9.101229,-3.5740457,4.384886,-2.8308275,4.7261167,0.48242334,1.4773945
blues.00074.wav,blues,-56.03289,87.84067,-1.6012412,41.205364,-5.620271,27.784927,-24.002584,21.768122,-18.42899,12.328123,-13.717032,11.850821,-3.9822721,7.09853,-4.468587,5.1225457,-6.652361,5.8714576,-3.6964025,-1.9647617
blues.00075.wav,blues,-86.33548,92.7005,-15.399187,54.05201,0.8667875,31.560293,-14.622711,23.325447,-14.978637,15.339354,-7.0493617,12.182225,-6.110912,7.021336,-5.8126974,7.440921,-6.0741916,3.3776991,-4.2786126,1.2500929
blues.00076.wav,blues,-52.701164,74.455414,-18.715458,56.307217,-3.9593265,31.98716,-16.45779,22.41769,-12.262029,27.228352,-9.233885,7.8071017,-10.567175,6.944951,-9.136492,13.022678,-9.85732,3.6924515,-4.954326,4.4225
blues.00077.wav,blues,-29.039146,104.53732,-30.978956,38.15443,-7.991592,30.89167,-20.596235,25.83078,-12.959671,16.941612,-12.263682,10.786708,-10.564546,6.8762565,-10.298928,6.96821,-10.256611,0.70444226,-6.006501,1.3486158
blues.00078.wav,blues,-2.5510163,101.25788,-33.92729,41.518402,-13.815158,31.920723,-21.8686,24.458948,-15.881364,15.794475,-14.372411,12.507441,-13.373969,6.1127505,-9.06967,5.0332956,-11.333126,3.1684957,-4.5717015,-4.033881
blues.00079.wav,blues,-3.5590715,92.92779,-25.118544,45.18721,-10.871894,31.86242,-18.057922,28.628012,-10.234054,14.673487,-14.906988,14.751648,-15.609781,9.549894,-14.798732,2.0748363,-13.824648,3.5714693,-5.9716425,-1.6474386
blues.00080.wav,blues,-54.747242,119.48588,-34.86474,37.537148,-15.886235,22.081095,-14.668315,18.534313,-9.643759,11.258853,-11.732051,11.539119,-6.4307184,1.7856675,-5.876253,0.38029107,-9.063585,-2.0153258,-5.416969,0.028836029
blues.00081.wav,blues,-26.955238,107.34024,-46.812206,40.932655,-21.469864,24.816854,-18.9477,15.260985,-15.0442505,12.270949,-15.239539,14.331287,-13.830045,7.565649,-6.1833706,0.33221096,-6.835121,0.9706789,-7.571379,2.9214706
blues.00082.wav,blues,-29.400257,108.69148,-25.589895,38.440144,-18.353865,21.7857,-25.172712,22.406967,-17.606058,14.675621,-12.086357,5.462191,-7.70603,7.410018,-11.327915,7.2359223,-9.470523,1.9366982,-6.331344,-1.3017333
blues.00083.wav,blues,-19.893549,98.89588,-24.47666,49.585854,-16.200876,30.19781,-18.029512,27.554832,-11.405636,14.877994,-8.908682,11.671263,-10.886021,9.310545,-5.8320613,9.2586565,-4.049497,3.251027,-3.4661639,2.3792584
blues.00084.wav,blues,-38.994843,112.03825,-31.817709,38.240677,-6.320669,23.330563,-18.778877,23.932188,-10.934216,13.2348585,-14.38119,13.326929,-10.922001,9.794659,-5.0327086,7.201395,-6.755035,2.6630874,-4.382442,0.41451114
blues.00085.wav,blues,-180.14874,131.41078,0.5733359,43.165672,14.135556,25.621378,-5.315874,12.034328,-13.538714,-1.0941217,-7.614392,2.7180746,0.77427197,1.9981467,-6.0900593,3.488055,-8.33755,3.2056518,-0.93039954,-2.2530375
blues.00086.wav,blues,-212.8154,139.06923,9.454342,35.44627,12.709544,20.417664,-5.5739536,10.893662,-8.731713,8.055455,0.1637971,2.6417468,-1.0257349,-1.4032179,-4.7048326,1.141811,-9.476274,-2.190912,-4.0981097,-3.3432798
blues.00087.wav,blues,-155.51651,125.655754,1.5753219,45.82987,0.9089943,25.391241,-10.813493,15.574149,-11.929205,1.2717781,-6.6615033,-0.7791248,-7.7492247,0.41930738,-7.0296316,4.009108,-6.2660284,0.951334,2.0064611,-5.7357626
blues.00088.wav,blues,-194.27951,151.85118,-1.1928877,39.1946,16.582485,18.252386,-1.3991611,14.87771,-11.616781,2.4488766,-5.0791736,3.9416006,-0.9037845,0.63561094,-8.353415,-7.5132484,-8.047445,-5.4091463,-2.5346596,0.12955071
blues.00089.wav,blues,-346.88687,139.24796,24.084862,22.264015,18.64784,11.657903,9.017679,6.977828,-2.0233006,5.420398,1.6508169,-2.3530061,3.193639,0.7052996,-3.092132,-2.1101782,-2.2120807,-4.5766625,-4.726689,0.05927527
blues.00090.wav,blues,-177.48735,115.33375,9.963014,54.05621,7.6156206,28.31573,-9.070212,20.05844,-15.0455475,6.2224927,-5.6889315,1.3798959,-5.843507,5.0113225,-0.75529695,5.057277,-5.084398,-2.7971687,2.4293883,-5.3729053
blues.00091.wav,blues,-236.38347,161.695,-1.1533346,27.288706,9.581351,20.619045,0.2341277,13.796686,-0.50091976,10.18543,-4.4546185,5.5080886,-3.7167218,-0.891527,-4.904812,-2.8723423,-3.7585268,-3.3457856,-2.4161055,-3.7838302
blues.00092.wav,blues,-332.30798,128.08076,28.825216,41.83606,31.234669,23.35822,5.7872233,8.996202,-3.8611279,3.739,-0.8690583,-0.43693075,1.474656,-1.5670478,-0.831469,2.168971,-3.891913,-4.1972795,-5.9321833,-3.447435
blues.00093.wav,blues,-350.3589,169.54633,31.780231,16.713755,28.661758,19.24909,7.846699,10.039794,4.742695,2.915623,3.8965418,1.8103498,-5.970981,-5.258748,-0.22888236,-1.7753276,-3.7088392,0.17516917,2.0766783,-2.892004
blues.00094.wav,blues,-206.28116,126.62033,10.590663,43.21572,12.4949,19.41366,0.35196805,12.730945,-4.5792894,4.058012,-4.4092126,3.663423,-1.4560473,-1.7015555,-7.1546535,1.1864166,-6.2258005,0.60127264,-1.6042645,-0.5392201
blues.00095.wav,blues,-130.58153,139.9749,-1.2707359,39.310425,-6.3536654,19.767843,-11.213425,27.243687,-16.53454,7.0218787,-1.2004069,1.6136365,-6.6290407,4.952462,-1.633869,0.9539639,-4.84161,-5.970589,-2.78672,-6.4928164
blues.00096.wav,blues,-314.58218,139.91444,11.862516,30.102106,-7.5390353,14.907039,-2.6808991,6.701544,-6.395509,2.8176138,-11.706482,2.0630279,-11.438628,-9.510527,-15.186691,-9.362388,-5.6654944,1.5621173,0.89712536,-7.9567275
blues.00097.wav,blues,-148.6477,145.73776,-9.363346,48.451447,10.543868,18.014605,-2.6345782,16.958082,-11.506824,8.731703,-8.173254,3.223536,-0.67975867,-0.7301853,-6.8214393,-3.937921,-15.737845,-5.5963683,-5.797906,-0.047467683
blues.00098.wav,blues,-90.70722,100.1076,-23.924427,52.588306,-20.928015,31.502182,-11.213113,20.094328,-10.915236,17.563923,-14.097336,12.994508,-11.420426,2.9118452,-12.017497,4.827647,-11.165411,1.1622108,-3.9213326,3.2532017
blues.00099.wav,blues,-177.19162,136.2142,-26.910713,36.37278,-18.759426,20.905872,-1.7765746,3.0159326,-5.59941,5.6345954,-8.114802,5.645384,-10.786549,-2.4161382,-6.942407,-2.508999,-5.207821,-3.4113264,-3.249949,-2.684024
classical.00000.wav,classical,-268.18002,135.68788,-34.07107,25.634863,-12.970324,17.894695,-9.997608,5.6292233,-14.146461,7.497626,-3.9705248,8.258684,-1.352737,-0.37739912,1.0275254,3.8083546,-0.3020308,1.7795614,0.8909794,-0.8330716
classical.00001.wav,classical,-324.09195,133.59413,-25.021385,24.567686,-11.939837,17.660225,-5.522583,1.7202383,-10.571336,-0.8508677,-7.797244,3.5256078,5.0467987,1.3635533,3.0031664,-3.1203184,-4.2890625,0.5890151,2.868589,0.3691809
classical.00002.wav,classical,-235.30643,141.13675,-34.679047,30.99717,-16.400242,23.120686,-11.043703,7.6586432,-19.017239,4.2365456,-11.835343,8.918065,-1.442469,4.288449,1.4757489,3.1938703,-1.314238,2.931815,-1.6683867,-2.899859
classical.00003.wav,classical,-326.89987,127.39418,-30.584469,37.47575,-5.291166,20.80699,-1.7857137,-4.6031647,-4.048745,5.2380347,-0.6428718,2.800863,7.245895,3.9837852,-2.3909738,1.4819995,0.58346105,-0.60632175,2.334065,2.65221
classical.00004.wav,classical,-259.96228,118.93238,-35.60653,31.990017,-16.535492,10.620698,-15.655911,7.4423375,-5.8104644,8.268948,-18.018595,-1.1994923,-6.346673,2.7660382,-2.5898235,4.387975,-4.136651,-4.7818193,-4.776668,-4.6100764
classical.00005.wav,classical,-264.2774,138.15092,-30.101551,37.824226,-7.180178,6.7829356,-11.8189,4.712041,-9.843633,5.8637476,-9.573777,2.6703954,-4.796442,-1.403382,-2.0961947,2.9775221,3.3557787,4.811315,1.7625698,-1.8270731
